s.no,source,startupName,foundedDate,description,ICB_industry,ICB_sector,startupClassification,groupClassification1,groupClassification2,startupClassification2,groupClassification3,businessModel,keyword1,keyword2,keyword3,city,state,startupStatus,Number of Founders,founder1Name,founder2Name,founder3Name
154,keyur,Inner Chef Pvt. Ltd.,2015,"InnerChef is an online food discovery and delivery experience that will make the chef in you come alive. Order your favourite dishes and experience the thrill of adding, mixing, tossing and plating, all within 20 minutes. ",Consumer_services,Retail,Hyperlocal_and_Logistics, Food Products,,,,B2C,Food delivery ,,,Gurgaon,Haryana,Angel investment,1,Rajesh Sawhney,,
155,Keyur,Innovcare Lifesciences Pvt. Ltd.,2014,"Innovcare Lifesciences Pvt. Ltd. is engaged in the development and production of nutraceuticals. It offers products for arthritis care, pain management, women's health care, phyto medicine/nutrient, and skin and hair care",Healthcare,Healthcare,Health_Tech,Nutraceuticals and allied products,,,,B2C,Development and production of nutraceuticals,,,Mumbai,Maharashtra,Angel investment,,,,
156,Keyur,Instabounce,2015,InstaBounce are never too late booking the best events in town so bring it on and put your party shoes on.,Consumer_services,Retail,Consumer_Products_and_Services,Event Management,Travel & Tourism,,,B2C,Booking- Travel,Event management,,Delhi,,Angel investment,,,,
157,keyur,InstaLively,2014,"The InstaLively platform helps broadcast any event LIVE in just a single click, and directly link it up to your Youtube Channel.focus is on Instant Video/ Audio Digitization on low 3G bandwidths using just a Mobile app ",Technology,Software & Computer Services,Media_Advertising_and_Gaming,Broadcasting,,,,B2B2C,Live broadcasting of events,,,Delhi,,Angel investment,2,Prakhar Khanduja,Karthick Vidyanath,
158,keyur,INSTAPROC,2015,Instaproc is an intelligent business procurement assistance application. It is designed to cater to businesses across size and life cycle stages. This easy to use application allows businesses flexibility to manage existing vendors and enables new vendor participation to fulfill published requirements.,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Customer service for business,,,,B2B,Business procurement assistance application,,,Noida,Uttar Pradesh,Angel investment,1,Anish Popli,,
159,keyur,INSTAVANS,2015,Instavans is an on-demand platform for shippers and truckers.,Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,Transportation Services,,,B2B,On-demand platform for shippers and truckers,,,Bengaluru,Karnataka,Angel investment,2,Vinay Goyal,Sanjay Shah,
160,Keyur,Intruo Technologies Pvt. Ltd.,2014,"Intruo Technologies Pvt Ltd. provides Intruo, a reviews platform for interior designers, carpenters, painters, and architects.",Consumer_services,Retail,Consumer_Products_and_Services,Specialized Consumer Services,,,,B2C,Interior designing,,,Bengaluru,Karnataka,Angel investment,1,Alok Goel,,
161,Keyur,InventryX Systems Pvt. Ltd.,2015,"Customers can trade in raw materials, work in products, finished goods or non-OEM items excess inventory. The platform caters to 12 industrial categories like Auto, Bearings, and Construction etc. within which various sub categories have been defined. The platform has been designed to ensure that customers can search and upload their requirements specifically.",Industrials,Industrial goods and services,Consumer_Products_and_Services,Automobiles & Auto Parts services,,,,B2B,Trading with inventory,,,pune,Maharashtra,Angel investment,1,Milind Joshi ,,
162,Keyur,Jiyo Natural Private Limited,07/05,"Jiyo Natural, a startup that offers personalised nutritionally balanced, calorie monitored and chemical free food",Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,,,,B2C,Food delivery,,,Bengaluru,Karnataka,Angel investment,3,Rajesh Singh,Gauarv Bhalotia,Sunandini Sharma
163,keyur,JOBICK,2015,"Talentiser Labs develops and runs job and talent discovery application, Jobick. It helps find premium jobs using match making algorithms.",Technology,Software & Computer Services,Software_and_Internet_Services,Enterprise Software,,,,B2C,Job and talent discory application,,,Noida,Karnataka,Angel investment,3,Ravi Wadhwa,Mohit Mirwani,Jitendra Singh
164,Keyur,Jobspire Technologies Pvt. Ltd.,2014,Jobspire is a Visual and experiential job search platform that helps Indians aspire to find a job they'll truly love.,Consumer_services,Retail,Industrial_and_Business_Products_and_Services,Business Training & Employment Agencies,,,,B2B2C,Employment agencies,,,Bengaluru,Haryana,Angel investment,1,Varun Mayya,,
165,Keyur,JoeHukum,2015,"JoeHukum Is Your Virtual Personal Assistant. From Flight Booking To Food Delivery,",Consumer_services,Retail,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Virtual Personal Assistant,,,Gurgaon,,Angel investment,1,Ajeet Singh kushwaha,,
166,Keyur,Jugnoo,07/05, Jugnoo is a phenomenon that has changed the way people choose to travel. Jugnoo is India's largest technology driven on-demand auto rickshaw aggregator.,Consumer_services,Travel and Leisure,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2C, auto rickshaw aggregator,,,Chhattisgarh,,Angel investment,2,Samar Singal,Chinmay Agarwal,
167,Keyur,Justdakhila.com,2015,"Just Dakhila is a first of its kind cloud based admission system.It is an advanced tech based system conceived by parents, consulted by school authorities, promoted by governmental policies and rapidly changing internet demographics in Indian landscape. It is been developed with a perspective to address gaps and issues in existing process of admission.",Technology,Software & Computer Services,Software_and_Internet_Services,Cloud Infrastructure,,Edu_Tech,Online or other forms of student support,B2B,School admissions ,Connects parent and school management,,Delhi,,Angel investment,2,V.K. Jain,Ankur Gupta,
168,Keyur,JustDoc,2015,Consulting a doctor has become easier. Sit at home and call your doctor. Relax we've taken care of everything,Healthcare,Healthcare,Health_Tech,"Clinics, Hospitals, and Health Care Providers ",,,,B2C,Consultation of a doctor,,,Bengaluru,Karnataka,Angel investment,3,Abhishek Kumar,Vikash Singh,Jugal Anchalia
169,Keyur,Kickstart Human Capital Solutions Pvt. Ltd.,2015,Kickstart Jobs provides a platform to connect entry level candidates with prospective employers and vice versa.,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Business Training & Employment Agencies,,,,B2B2C,Employment agencies,,,Gurgaon,Haryana,Angel investment,2,Samriddhi Malhotra,Abhishek Srivastava,
170,Keyur,Kinematic Foodtech Pvt. Ltd.,2015,Kinematic Foodtech Private Ltd. provides food delivery services in Bengaluru. The company also provides franchise services. It enables customers to order food online. ,Consumer_services,Retail,Hyperlocal_and_Logistics, Food Products,,,,B2C,Food delivery ,,,Bengaluru,Karnataka,Angel investment,3,Ritesh Kumar Dwivedy,Kumar Setu,Abhishek Mnadal
171,keyur,KleverKid,2014,"KleverKid makes it ridiculously simple for parents to find, compare, and book the best classes for their kids in their neighborhood.",Technology,Software & Computer Services,Edu_Tech,Educational products and Services,,,,B2C,App to find and compare kids classes,,,Delhi,,Angel investment,1,Shabnam Aggarwal,,
172,keyur,Knit,2014,"Knit offers teachers a free and simple way to text parents. They made messaging one-way and kept phone numbers private. Every teacher can use it to send out reminders, homework, group pics and what not. Just create your classroom and invite parents.",Technology,Software & Computer Services,Edu_Tech,IT and Mobile solutions for Education delivery,,,,B2C,One way messaging app,,,Mumbai,Maharashtra,Angel investment,1,Vikas Chahar,,
173,Keyur,Kolabro,2014,"Kolabro Business Solutions Pvt Ltd. develops an online platform for real estate brokers. It offers tools to connect with broker network, generate leads for listings or requirements, manage agents and clients, and create Websites for brokerage business and projects. The company also provides services, including branding, broker connect, digital marketing, and virtual number solutions",Technology,Software & Computer Services,Social_Platforms,Connect to Professionals,,,,B2C,Connecting real estate brokers and clients,,,Gurgaon,Haryana,Angel investment,1,Biju Menon,,
174,Keyur,KountMoney,07/05,KountMoney is an online platform that connects creditworthy borrowers across India to institutional lenders. The borrowers are salaried employees who are looking for unsecured loans at lower interest rate and quick disbursal.,Consumer_services,Retail,Fin_Tech_and_Payments, Banking and Non Banking Financial services,,,,B2B2C,Connects lenders and borrowers,,,Bengaluru,Karnataka,Angel investment,2,Abhishek Periwal,DeepakModak,
175,Keyur,LazyLad,07/05,"LazyLad offers an application that enables its user to shop, and get groceries, stationeries, and more delivered from local stores.",Consumer_goods,Food and beverage,Hyperlocal_and_Logistics,Online Grocery,,,,B2C,Online shopping,,,Gurgaon,Haryana,Angel investment,1,Saurabh Singla,,
176,Keyur,Leaf Innovation Pvt. Ltd.,2015,"Leaf Innovation Pvt. Ltd. designs and develops a wearable smart security device. Its product includes SAFER, a device that sends instant alerts to selected guardian to inform them about users location. The company also offers real time location information and notifications.",Technology,Software & Computer Services,Software_and_Internet_Services,Internet and software development,,,,B2C,Development of safer device,,,Delhi,,Angel investment,,,,
177,Keyur,Leaf Wearables,2015,Leaf Wearables is a tech startup that designs smart jewelry products for women’s safety. The company’s products can be used to trigger an alarm and send signals to pre-identified phone numbers in case of emergency.,Consumer_goods,personal and household goods,Consumer_Products_and_Services,Clothing & Accessories,,,,B2C,Smart jewellery product,Triggers alarm and signals,,Delhi,,Angel investment,5,Avinash Bansal,Ayush Banka,Chiraag Kapil
178,Keyur,Legal Raasta Technologies Pvt. Ltd.,06/15,LegalRaasta.com is a technology platform to simplify legal and business related matters.,Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Professional services,,,,B2B,Legal services to business,,,Delhi,,Angel investment,3,Pulkit Jain,Kanika Gupta,Himsanhu Jain
179,Keyur,Legistify Services Pvt. Ltd.,2014,Legistify is an online legal facilitation platform with an aim to bring in disruption and transparency in the legal system of our nation. We develop technology based services for meeting your legal requirements. ,Consumer_services,Retail,Consumer_Products_and_Services,Professional Services,,,,B2B2C,Legal related services to individuals,,,Noida,Uttar Pradesh,Angel investment,1,Akshat Singhal,,
180,Keyur,Lendingkart,2014,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,Financials,Banks,Fin_Tech_and_Payments, Banking and Non Banking Financial services,,,,B2B,Financial services, Helps to get loan,,Ahmedabad,Gujarat,Angel investment,2,HarshvardhanLunia,Mukul Sachan,
181,Keyur,Lets Service Automotive Technologies Pvt. Ltd.,2015,An on-demand marketplace and booking platform for two-wheeler servicing.,Consumer_services,Retail,Internet_marketplace_and_eCommerce,Booking,,,,B2C, Booking- two wheeler servicing,,,Bengaluru,Karnataka,Angel investment,3,Sachin Radder,Sachin Vasanth Shenoy,Girish.G
182,Keyur,LetsTransport,2015,"Lets transport is a “Last mile” logistics solution provider. Their solutions are reliable, professional, economical and structured to serve businesses as well as consumers",Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B2C,Logistics services,Both consumers and business,,Bengaluru,Karnataka,Angel investment,2,Pushkar Singh,Sudarshan Ravi,
183,Keyur,L-Fast Brands Pvt. Ltd.,2015,"L-FAST Brands Pvt Ltd. operates an online marketplace for wedding venues and vendors. It allows users to find banquet halls, lawns, hotels, five star hotels, heritage properties, resorts, beach venues, destination wedding venues, and popular venues; bridal wear, jewelry, accessories, and gifting products; and photographers, makeup artists, mehendi artists, caterers, invitation cards, wedding planners, and decorators.",Consumer_services,Retail,Consumer_Products_and_Services,Event Management,,,,B2C,Event management -marriages,,,Mumbai,Maharashtra,Angel investment,1,Paras Batra,,
184,Keyur,Licious,2015,"Licious aimed at solving the perennially existing problem of finding safe, delectable, trustworthy fresh meat in India.",Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,,,,B2C, meat business,,,Bengaluru,Karnataka,Angel investment,2,Abhay Hanjura,Vivek Gupta,
185,Keyur,LiveNutriFit HealthTech Pvt. Ltd.,2015,"LiveNutriFit is a integrative healthcare organization that focus on lifestyle modification, nutrition optimization, and functional fitness.",Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2C,Fittness and wellness  ,,,Delhi,,Angel investment,1,Gaurav Jalote,,
186,Keyur,LoanCircle,2015,"LoanCircle provides people with quick access to loans, at the best possible rates suited for a person.",Consumer_services,Retail,Consumer_Products_and_Services,Professional Services,,,,B2C,Legal related services to business,,,,,Angel investment,2,TanjuMendiratta,Mayank Kumar,
187,keyur,Loanzen Technologies Pvt. Ltd.,2015,Loanzen helps small businesses get unsecured working capital loans against their pending invoices.,Financials,Financial services,Fin_Tech_and_Payments, Alternative Funding Platforms,,,,B2B,Short term loans providers to small scale entrepreneurs ,Provides unsecured working capital loans,,Bengaluru,Karnataka,Angel investment,2,Madhu sudhan,Venkatesh sankaraman,
188,Keyur,Lodestar Education Services Pvt. Ltd.,2015,"Lodestar is India's first scientific career guidance program for class 10 students. The program helps parents and children make a â€˜smart' career decision in a simple and easy way by using accurate data, highly evolved scientific decision making tools. Our program offers exposure to over 250 exciting career options, expert guidance by trained specialists, and individual attention to each child, and a complete final career plan at the end of the programme.",Technology,Software & Computer Services,Edu_Tech,Student Counselling and Guidance,,,,B2C,Counselling -education and career,,,Bengaluru,Karnataka,Angel investment,2,Murlidhar S ,Subodh Jindal,
189,Keyur,LogiNext Solutions Pvt. Ltd.,,"LogiNext Solutions Pvt Ltd. helps logistics and supply chain companies. The Company focuses on real-time communication, real-time analysis of missed, pending and delivered orders, transport analytics applications, tracking, pick-up and delivery automation, merge retail distribution with e-tail deliveries, and keep records of returns and reverse logistics.",Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Logistics services,,,Mumbai,Maharashtra,Angel investment,1,Manisha Raisinghani,,
190,Keyur,Lookup,2014,Lookup is a free and secure messaging app which helps consumers chat with local businesses or shops.,Telecommunication,Telecommunication,Software_and_Internet_Services,Communication services,,,,B2C,Messaging app,,,Bengaluru,Karnataka,Angel investment,1,Deepak Ravindra,,
191,Keyur,Lybrate India Private Limited,2014,"It is inolved in Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy",Financials,Financial services,Fin_Tech_and_Payments, Banking and Non Banking Financial services,,,,B2B,Legal and accounts working area,,,Delhi,,Angel investment,1, Saurabh Arora,,
192,Keyur,MagicTiger,2015,"MagicTiger is a one stop shop. Be it groceries, food, movie tickets, travel and anything at one roof.onlie platform.",Consumer_services,Retail,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Online shopping,,,Bengaluru,Karnataka,Angel investment,,,,
193,keyur,Mass Blurb Pvt. Ltd.,,Mass Blurb runs an SaaS-based online marketing startup focused on restaurants,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Customer service for business,,,,B2B,Providing customer engagement to restaurants,Marketing platform for restaurants,,Mumbai,Maharashtra,Angel investment,2,Sanket shah,Pankit chheda,
194,keyur,MealHopper,,Startup which bring you food just the way you like it,Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,Servicing,Hyperlocal_and_Logistics, Food Products,B2C,Food delivery ,,,Gurgaon,Haryana,Angel investment,1,Aatish kumar,,
195,Keyur,Medikoe,2015,"Medikoe provides you discovery of services which are personally verified and can be trusted. Medikoe wants to connect users with the all healthcare and wellness service providers to make sure the convenience, trust affordability and availability in your neighbourhood.",Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2C,Health care social network,,,Bengaluru,Karnataka,Angel investment,1,Sreevalsan Menon,,
196,Keyur,Medinfi,2014,Medinfi is India's first pure-play healthcare content platform which offers information on nearby doctors and clinics to its users. ,Telecommunication,Telecommunication,Software_and_Internet_Services,Communication services,,,,B2C, Information about Doctors,,,Bengaluru,Karnataka,Angel investment,2,Ravi Shankar Mishra,Himani Mishra,
197,Keyur,Meesho,2015,"Meesho is a mobile-first e-commerce platform for the specific needs of small businesses in India. Businesses can create an online shop within seconds, share on WhatsApp and Facebook, keep customers updated with new products, get new customers leads in real-time and collect payments over chat easily",Technology,Software & Computer Services,Social_Platforms,Social platforms for industrial services,,,,B2B,Social platform -marketing ,,,Bengaluru,Karnataka,Angel investment,2,Sanjeev Barnwal,Vidit Aatrey,
198,Keyur,Metropolitan Lifespace Real Estate Developers Pvt. Ltd.,2015,"It is inolved in Real estate activities with own or leased property. This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.",Financials,Real estate,Real_estate,"Buy , Rent and Sell Property",,,,B2C,Real estate,,,Mumbai,Maharashtra,Angel investment,,,,
199,Keyur,Mister Homecare Services Pvt. Ltd.,2015,"Mister Homecare Services Pvt. Ltd., an on-demand home services company, provides professional deep cleaning and pest control services. The company offers cleaning services home’s kitchen, bathrooms, bedrooms, and other living areas; surface management that covers mirrors, windows, ceilings and floors, and treatment of wooden and steel surfaces etc. It also provides pest control services, including general pest management, rodent, termite, bed bugs, and termite control services etc",Consumer_services,Retail,Consumer_Products_and_Services,Specialized Consumer Services,,,,B2C,House cleaning services,Pest control services,,Mumbai,Maharashtra,Angel investment,1,Sahil Vora,,
200,Keyur,MoEngage India Private Limited,07/05,MoEngage is a world-class User Analytics and Engagement platform for Mobile Marketing,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Mobile marketing,,,Bengaluru,Karnataka,Angel investment,2,Yashwanth Kumar,Raviteja Dodda,
201,Keyur,Mohalla Tech Pvt. Ltd.,2015,"Mohalla Tech Pvt. Ltd. develops a a regional language chat application, ShareChat. The application allows users to share videos, jokes, audio songs, and images in Hindi, Telugu, Marathi, and Malayalam.",Consumer_services,Media,Media_Advertising_and_Gaming,Media and entertainment,,,,B2C,Shares media of different languages,,,Bengaluru,Karnataka,Angel investment,3,Farid Ahsan,Bhanu Singh,Anukush Sachdeva
202,Keyur,Moneyvation Technologies Pvt. Ltd.,2015,"Moneyvation Technologies Private Limited operates an online platform that approves personal loans for people in India. Its platform offers loans for online purchases, rent security, medical emergency, credit card refinancing, wedding expenses, home improvement, vacation expenses, two-wheeler purchase, and other needs. ",Financials,Banks,Fin_Tech_and_Payments, Banking and Non Banking Financial services,,,,B2C,Personal loans approval,,,Bengaluru,Karnataka,Angel investment,1,Tanuj  Mendiratta,,
203,Keyur,Moonshots Internet Pvt. Ltd.,2015,"Moonshots Internet Private Limited provides online portal for delivery of goods. Its products include Opinio; an online portal and mobile application for delivery of products from restaurants, grocery outlets, laundry, and pharmacies.",Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Logistics services,,,Bengaluru,Karnataka,Angel investment,2,Mayank Kumar,Lokesh Jangid,
204,Keyur,Motomojo Technologies Pvt. Ltd.,2015,"MotoMojo, a mobile app based vehicle maintenance startup",Consumer_services,Retail,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking - vechile service,,,Maharashtra,,Angel investment,1,UttamArjun,,
205,Keyur,mShipper,2015,mShipper is a crowdshipping application connecting low weight consignment senders to registered freelancer shippers.,Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Shipping and logistics,,,Delhi,,Angel investment,3,Vishwa Bhaskar,Saurav Sagar,Ranvijay Singh
206,Keyur,MSM Box,2014,World One Retail online beauty startup.MSM Box was started as a beauty & fashion blog.,Consumer_goods,personal and household goods,Internet_marketplace_and_eCommerce,Fashion,,Consumer_Products_and_Services,Clothing & Accessories,B2C,Online shopping for cosmetics,,,Delhi,,Angel investment,3,Bindu Sharma,Kavita Josh Rai,Hans Vivek
207,Keyur,Muvizz,2014, video streaming service in India focussed on only CURATED cinema from all over the world in different languages. Its a social platform wherein content discovery happens as an organic process. We are an online video streaming service (OTT) offering world cinema to film lovers around the world. Its a social platform to discover good content globally.,Technology,Software & Computer Services,Social_Platforms,Connect People for Sharing Media and Files,,,,B2C, online video streaming service,,,Mumbai,Maharashtra,Angel investment,2,Manoj Bajpayee ,Piiyush Singh,
208,Keyur,Myonsto,07/05,Myonsto.com is an e-commerce platform that enables users to purchase supermarket and grocery items.,Consumer_goods,personal and household goods,Consumer_Products_and_Services,Household Products,,Hyperlocal_and_Logistics,Online Grocery,B2C,Online shopping for grocery,,,Ahmedabad,Gujarat,Angel investment,1,Sahil Dalal,,
209,keyur,MyPoolin,2014,Startup which helps you to pool your money up to the target fixed for a purpose. People can Invite friends to contribute,Financials,Financial services,Fin_Tech_and_Payments, Alternative Funding Platforms,Crowdfunding,,,B2C,Facilitates money pooling needs,,,Delhi,,Angel investment,2,Rohit Taneja,Ankit Singh,
210,Keyur,NestAway,07/05,"Nestaway is India's largest Home Rental network. It helps people discover, rent and manage fully-furnished homes.",Consumer_services,Retail,Real_estate,"Buy , Rent and Sell Property",,,,B2C,Rental for residential purpose,,,Bengaluru,Karnataka,Angel investment,4,Deepak Dhar,Amarendra Sahu,Smruti Parida
211,Keyur,Nestaway Technologies Pvt. Ltd.,2015,"NestAway is India's fastest growing ""Home Rental Network""​ attempting to provide better rental solutions via design and technology.We help you find, book & move-in to a rental home of choice across Indian cities - all from within an App. Not just that, we help you move-in, ask for services from tap leakage to door lock broken, pay your rent & finally move-out - again all within an App.Whatever is your budget, whatever you call home (a bed, a room or an entire house), we have something for you.",Technology,Software & Computer Services,Real_estate,"Buy , Rent and Sell Property",,,,B2C,Rental for stay,,,Bengaluru,Karnataka,Angel investment,4, Surathkal, Amarendra Sahu, Jitendra Jagadev 
212,Keyur,Newgen Payments,2014,"Newgen is a multi-channel E-Commerce platform, international payment gateway (cloud-based & PCI-certified), and digital marketing company.",Financials,Financial services,Fin_Tech_and_Payments,Payments and Wallet,,,,B2B,Payment gateway and Digital marketing,,,Delhi,,Angel investment,1,Sunil Jhamb,,
213,Keyur,Next Door Learning Solutions Pvt. Ltd.,2014,"Next Door Learning Solutions Pvt. Ltd. develops and operates a Web and mobile application platform for online preparation for various competitive exams. The company offers mock tests, ebooks, question banks, and articles for SBI, IAS, RAS, SSC, UPSC, RBI, CSAT, GATE, and other exams. It provides information on various categories that include Indian culture, polity, computer knowledge, and GK English. The company serves students in India.",Technology,Software & Computer Services,Edu_Tech,Training for entrance exams,,,,B2C,Mobile app -enterances exam,,,Gurgaon,Haryana,Angel investment,2,Vipin Agarwal,Bhola Meena,
214,Keyur,NightStay,07/14,"NightStay, a last minute same day hotel booking app customised for the needs of spontaneous and last minute traveller.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking-hotel,,,Delhi,,Angel investment,2,Nasr Khan,Deepak Negi,
215,Keyur,Noodle Play,2014,Some startups essentially offer an ordering platform from restaurants or independent chefs. Others run their own kitchen or serve ready to cook or read to serve meal boxes.,Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,,,,B2C,Food delivery,,,Mumbai,Maharashtra,Angel investment,1,Hitesh Bhatia,,
216,Keyur,Notesgen,07/05,Notesgen - a peer to peer student's notes exchange platform, that connects the best students from across the globe to other students looking to supplement academic and competitive exam preparations.,Consumer_services,Retail,Edu_Tech,Training for entrance exams,,,,B2C,Training for competitive exam,,,Delhi,Angel investment,3,Sushma Gulati,Manak Gulati,Roman Khan
217,Keyur,Novopay Solutions Pvt. Ltd.,2014,"ovopay pioneers a new way of electronic transactions at Retail – empowering businesses, merchants and consumers with technology forward solutions.Novopay Retailer App enables you to accept payments from your customers electronically.",Financials,Financial services,Fin_Tech_and_Payments,Payments and Wallet,,,,B2B2C,Receives payment on behalf on business,Banking system for business,Investment plan for the cunsumer,Bengaluru,Karnataka,Angel investment,1,Srikanth Nadhamuni,,
218,Keyur,Nudgespot,2014,"Nudgespot helps businesses communicate with their customers via its in-app messenger, browser & mobile push and email messages.",Technology,Software & Computer Services,Software_and_Internet_Services,Communication services,,,,B2B,Mobile app - connect customer and business,,,Bengaluru,Karnataka,Angel investment,4,Alok Shankar,Anubhav Sudha,Suresh Harikrishnan
219,Keyur,O Tree Solutions Pvt. Ltd.,2015,"O Tree Solutions Pvt Ltd provides customers information including photographs, timings, contact details, prices and reviews about sports and fitness facilities through its website and applications. It also provides a cloud-based software-as-a-service tool to owners of the facilities to manage their centres and helps them build their online presence.",Consumer_services,Retail,Consumer_Products_and_Services,Utility services,,,,B2C,Provides information to the customers,,,Nagpur,Maharashtra,Angel investment,3,Ujwal Sutaria,Narayana Vyas,Praveen Gadpayle
220,Keyur,OFB Tech Pvt. Ltd.,2015,"OfBusiness is a growing network of SMEs, leveraging technology to streamline and solve challenges across commerce, credit and marketing.",Financials,Financial services,Fin_Tech_and_Payments,Corporate financial services,,,,B2B,Providing solution to business on credit and marketing,,,Gurgaon,Haryana,Angel investment,8,Ntin Jain,Ruchi Kalra,Bhuvan Gupta
221,Keyur,Omapal Technologies Pvt. Ltd.,2015,"Omapal Technologies Private Limited, a fashion rental service company, operates Flyrobe, an online platform that provides apparel on rent. It offers dresses, accessories, such as jewelry and bags; and lehengas, anarkalis, gowns, sarees, kurta sets, crop top and skirts, dhoti sets, sharara sets, maxi dresses, and saree gowns.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Fashion,,Internet_marketplace_and_eCommerce,Borrow and rent goods and products,B2B,Rental service -fashion products,,,Mumbai,Maharashtra,Angel investment,1,Tushar Saxen,,
222,Keyur,Omnikart,2014,"Omnikart make strategic procurement on behalf of their customers. It provide an online catalog of products with all the technical guidelines, price and lead time from various suppliers. It is assigned to a group of people trained and skilled in negotiating, contractual terms and conditions, cost reduction and other purchasing techniques",Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Procurement goods on behalf of their customers,,,Mumbai,Maharashtra,Angel investment,1,Faisal Ansari,,
223,Keyur,OnlineTyari,2014,"OnlineTyari is a web and mobile app platform delivering educational contents, mock tests and guidance for students and job aspirants preparing for various exams in India. The company has partnered with various educational institutions, coaching institutes and individual tutors who provide quality material for various examinations like IBPS, SSC, UPSC, GATE, etc",Consumer_services,Retail,Edu_Tech,Training for entrance exams,Online courses and resources,,,B2C,Mobile app -enterances exam,,,Gurgaon,Haryana,Angel investment,3,Vipin Agarwal,Udai Meena,Bhola Meena
224,Keyur,Orangegubbi Technologies Pvt. Ltd.,2015,"Orange Gubbi Technologies Pvt. Ltd. operates as an e-commerce company that provides home décor, modular kitchen, and wardrobe products. The company offers living and dining products, such as entertainment units, shoe racks, crockery units, foyer units, and sideboards; kitchen furnishings that include L shaped, U shaped, straight, and parallel kitchen furnishings; and bedroom products, such as wardrobes, study tables, side tables, and book racks. The company was incorporated in 2015 and is ",Technology,Software & Computer Services,Consumer_Products_and_Services,Furnishings & Home Construction,,,,B2C,Interior designing,,,Bengaluru,Karnataka,Angel investment,1,Umesh Sangurmath,,
225,keyur,Orobind Fitness Technologies Pvt. Ltd.,2014,"Orobind is making it extremely easy for people to be healthy. By connecting people to trusted personal coaches through our apps, we make it possible for people to achieve their health goals and create healthier communities.",Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2C,Marketplace of personal fitness coaches,Fitness and wellness,,Bengaluru,Karnataka,Angel investment,1,Satya vyas,,
226,Keyur,Oyofit Services Pvt. Ltd.,07/05,"OYOFit comes with a goal of making fitness fun and booking session a hassle free experience. We offer variety of options daily like yoga, zumba, pilates, aerobics, crossfit, dance, etc.
",Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2C,Fittness and wellness  ,,,Bengaluru,Karnataka,Angel investment,2,Ruchir Garg ,Shivank Agarwal,
227,Keyur,Paix Technology Pvt. Ltd.,2015,Paix Technology Pvt. Ltd. operates an online marketplace for pre-owned cars. Its platform enables users to buy and sell used cars.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Buy and Sale goods and products,,,,B2C,sale of pre-owned cars,,,Mumbai,Maharashtra,Angel investment,4,Shanu Vivek , Suraj Kalwani,Ravi Chirania
228,Keyur,Paratus Knowledge Ventures Pvt. Ltd.,2014,"Paratus Knowledge Ventures Pvt Ltd. provides an aptitude development program for kids between 8-15 years. The company develops a Web application that enhances the quantitative, verbal, data inference, and creative thinking aptitude in school students. It offers structured and fun curriculum for developing cognitive aptitude.",Technology,Software & Computer Services,Edu_Tech,Training for entrance exams,,,,B2C,Training for competitive exam,,,pune,Maharashtra,Angel investment,1,Subramanya ,,
