startupName,Industry,Sector,investorName,Date,Multiple Angel Rounds,Follow on VC Funding,Exited,City,Region,Website,More Details,
(OyeFit),IT & ITES,Online Services (Marketplace - Fitness Centers),RN Agarwal,Apr-16,No,None,Non Exited,Bangalore,South,http://oyofit.com/,"Bangalore-based fitness services marketplace Oyefit (Earlier OYOFit) has raised angel funding from RN Agarwal, managing director, WeP Peripherals Ltd. Started in 2015 by a team of IITians including Shivank Agarwal, Gaurav Bhatia and Ruchir Garg, OYOFit offers users to discover, book and experience fitness services in over 150 partnered fitness clubs.",
Picsdream,IT & ITES,Online Services (Marketplace - Professional Services - Photography),"Indian Angel Network,Others",Apr-16,No,None,Non Exited,Delhi,North,http://picsdream.com/,"Picsdream, an online marketplace for photography, has acquired funding from investors including Raman Roy (co-founder of Indian Angel Network), Ankit Nagori, ex-CBO Flipkart and Harish Natarajan, former CEO Bausch & Lomb India. The round also saw the participation from Surojit Shome, India CEO of DBS Bank, Vipin Chawla, co-founder Instant Systems Inc., Baskar Subramaniyan, and Madhavan Sreenivasan, co-founders of Servion and former Citibank executive Vikram Sud. Nagori and Natarajan will be the new board members of the company.Picsdream was floated in 2015 by Manoj Nair under Addazz Online Services (P) Ltd. It enables photographers to feature their work and if their pictures manage to attract buyers, they get paid for it. The company plans to utilise the fresh funds in enhancing its product and technology.",
(PriceRaja),IT & ITES,Online Services (Comparison Shopping),Prashant Puri,Apr-16,No,None,Non Exited,Gurgaon,North,https://priceraja.com/,"Gurgaon-based PriceRaja, a product & price comparison and deal aggregation platform, has raised about $300K (INR 2 Cr) from Prashant Puri, founder and CEO of AdLift.",
(RainCan),IT & ITES,,Aniruddha Malpani,Apr-16,Yes,None,Non Exited,Pune,West,http://www.raincan.com/,"RainCan, a subscription-based grocery delivery startup, has raised an additional funding of about USD 150,000 (INR 1 crore) from investor Aniruddha Malpani and others. The startup is also said to be in talks with potential investors to raise another USD 2 million. The firm will use the additional capital to increase its customer base and set up a modern logistics platform from farm/factory to door-step delivery in order to ensure quality. RainCan had raised about USD 100,000 in a funding round led by angel investor Ajeet Khurana and a few others in August 2015.",
Rapido,IT & ITES,Mobile VAS (Taxi Booking - Bikes),"Anupam Mittal,Rajan Anandan,Others",Apr-16,No,None,Non Exited,Bangalore,South,http://www.rapido.bike/,"Others = Astarc Ventures, AdvantEdge Partners, Harish Bahl (founder of Smile Group), Ankit Nagori (ex-CBO, Flipkart), and Kunal Khattar (Co-founder of Carnation Auto). Co  Name - Roppen Transportation Services Private Limited",
Smytten,IT & ITES,M-Commerce - Consumer Shopping - Luxury Products,Rajan Anandan,Apr-16,Yes,None,Non Exited,Gurgaon,North,http://smytten.com/,"Premium products and services discovery and purchase platform Smytten has raised funding from Rajan Anandan, VP, Google. The lifestyle focused mobile application ties up with brands to work on their marketing campaigns and customer analytics, apart from working as an affiliate. Target = Surfboats Solutions Private Limited.  Smytten raised $200K from Rimpal Chawla, Former MD of Credit Suisse Asset Management India and Anuj Srivastava, CE of Livspace in Nov-2015.",
Tapchief,IT & ITES,Online Services (Marketplace - Experts),Vijay Shekhar Sharma,Apr-16,Yes,Obtained,Non Exited,Bangalore,South,https://www.tapchief.com/,INR 150K.,
Tork Motorcycles,Manufacturing,Automobiles (Electric Vehicles - Two Wheelers),"Bhavish Agarwal,Others",Apr-16,No,None,Non Exited,Pune,West,http://torkmotorcycles.com/,"Tork Motorcycles, which is building an electric motorcycle, has raised angel funding from a host of investors including Ola founders Bhavish Agarwal and Ankit Bhati and a group of angels led by Co-Cubes CEO Harpreet Grover. The 20-member team is planning to set up a manufacturing unit in Pune and will also be setting up charging units in four locations — Pune, Bengaluru, Gurugram or Delhi and Chennai — to start with. It will build Experience Tork showrooms for customers to have a feel of the motorcycle.",
Transcell Biologics,Healthcare & Life Sciences,Biotech (Stem Cell Research),Indian Angel Network,Apr-16,No,None,Non Exited,Hyderabad,South,http://transcell.in/,"Hyderabad-based biotech startup Transcell Biologics has raised investment from the Indian Angel Network (IAN). As part of the deal, Sanjay Jesrani will be joining the board of Transcell on behalf of IAN. Transcell focuses on developing stem cell based products and was started in 2009 by Dr. Subhadra Dravida The funding will be utilized for productization of stem cell based platforms in both the therapeutic and non-therapeutic areas.",
(Yufta),IT & ITES,E-Commerce - Consumer Shopping - Fashion,Ajay Data,Apr-16,No,None,Non Exited,Jaipur,North,http://www.yufta.com/,"Jaipur-headquartered hyperlocal fashion commerce portal Yufta has raised pre-Series A round of funding from Ajay Data of Data Infosys Ltd, and a group of high networth individuals from Dubai and Mumbai. Yufta curates fashion in women category and follows an omni-channel approach. The new capital will be used for technology development and expanding to Delhi, Bangalore and Mumbai in the next six months.",
(Zonnett),IT & ITES,Online Services (Marketplace - Car Servicing),"Suresh Balakrishnan,Chandresh Ruparel,Atul Phadnis",Apr-16,No,None,Non Exited,Mumbai,West,https://www.zonnett.com/,"Zonnett, a Mumbai-based car care company, has secured seed funding from a clutch of investors including Atul Phadnis, founder of Whats-ON-India (now a Gracenote owned company), Chandresh Ruparel, MD of Rothschild India and Suresh Balakrishnan, Jt.MD the Indian unit of STULZ Group, Germany. The company will deploy the funds for network expansion, team expansion and product development. Zonnett helps car-owners receive competitive quotations for their car care needs from a pre-qualified and verified network of car workshops to enable price-discovery. Zonnett was founded in 2015 by Abhijit Saxena, Kanishka Garg, Vishwajeet Sukhija and Vikrant Pawar.",
BikeCleanse,Manufacturing,Bike Washing Machine,"Apurva Salarpuria,Singapore Angel Network,Others",Mar-16,No,None,Non Exited,Mumbai,West,http://www.bikecleanse.com/,Others = Intellecap Impact Investment Network (I3N)  Target has created an automated bike washing machine.,
CityShor,IT & ITES,Online Services (Content - City Guide),Gain Network,Mar-16,No,None,Non Exited,Ahmedabad,West,http://www.cityshor.com/,"Ahmedabad-based CityShor, an online lifestyle media recommendation portal, has raised angel round of funding from GAIN, a Vadodara based Angel Network. The startup will use the funding to launch in Bangalore, expand its content distribution & increase the team strength. CityShor is promoting unexplored or new in the city in lifestyle segment i.e. food, fashion, travel, home decor and other categories.",
(Civilsdaily),Education,Test Preparation,Manoj Kumar,Mar-16,No,None,Non Exited,Delhi,North,http://www.civilsdaily.com/,"New Delhi based Edtech start-up, Civilsdaily has successfully closed a fresh round of seed funding led by Manoj Kumar of Malgharia along with few HNIs through the Enablers platform. The fresh funding will be used for team expansion, product development and exploring upcoming sectors of news consumption.Civilsdaily aggregates and curates news items that are relevant for test preparation, from authenticated news sources and connect their backstory in full. The platform is an online education venture by Apeirogon and is available on Android platform.",
(Cloudacar),IT & ITES,Mobile VAS (Utility - Car Pooling),"Sumit Goyal,Anuj Puri,Amit Choudhary",Mar-16,No,None,Non Exited,Pune,West,http://www.cloudacar.org/,"Cloudacar, a Pune-based social commute platform for ride-sharing, has raised funding from Amit Choudhary, Snapdeal’s senior VP (Corporate Finance) and Anuj Puri, chairman real estate services firm JLL India. Sumit Goyal, chief financial officer of Coca-Cola, Nepal also participated in this round. Cloudacar was founded by Prajwal Zende, Rishabh Sawansukha, Ashutosh Sathe and Mandar Landhe and launched services in January 2016. It offers car-pooling solution, especially targeted at office goers. It has so far tied up with JLL India",
(Cookaroo),IT & ITES,E-Commerce - Consumer Shopping - Food Ordering,"Sachindra Murugesh,Vijay Krishna Yadav",Mar-16,No,None,Non Exited,Bangalore,South,https://www.cookaroo.in,"Cookaroo, a Bangalore-based food delivery startup has raised funding from Vijay Krishna Yadav of Highland Hospitalities and Sachindra Murugesh. The funds will be used for technology development and to scale operations. Cookaroo claims to process close to 200 orders per day. It has 15 operational commercial kitchens across various suburbs of Bangalore. By April 2016, Cookaroo will launch operations in Hyderabad.",
DoneThing,IT & ITES,Mobile VAS (Shopping Pickup & Delivery),Swastika,Mar-16,No,None,Non Exited,Gurgaon,North,http://donething.com,"Target was called Qlivery at the time of funding  Qlivery, a cross segment on-demand concierge service, has raised USD 230,000 from Swastika. The funds will be used to expand the team, geographical reach and add customers.",
Drivojoy,IT & ITES,Online Services (Marketplace - Bike Servicing),"Indian Angel Network,Others",Mar-16,No,None,Non Exited,Bangalore,South,http://www.drivojoy.com/,"INR 2.46 Cr Indian Angel Network (IAN), Tracxn Labs, Shailesh Rao (Twitter), Bhavani Rana (Amadeus Capital) Deepak Gupta (Equity Crest) and Kunal Shah (Freecharge), Sandeep Tandon (Tandon Group) and few other angels have invested in this round.   Pricing details: CCPS: FV = INR 1335; Issue Price = INR 8561.34 Issue of 47 CCPS to IAN and 2829 shares to others  The company created an ESOP pool that constitutes 10% stake of the fully diluted share capital.  Based on invested amount, the post money company valuation is INR 13.04 Cr  Co Name = Mud Flap Technologies Private Limited (Incorporated in Mar 2015) The DrivoJoy platform allows users to book bike repair and maintenance services at a place and time of their choice.",
Dunzo,IT & ITES,Mobile VAS (Utility - Concierge Services),"Rajan Anandan,Others",Mar-16,No,None,Non Exited,Bangalore,South,http://dunzo.in/,"$650K. Others = Blume Ventures, Aspada Ventures, Sandipan Chattopadhyay, CTO at JustDial. dunzo allows users to create to-do lists through the app and have them completed by dunzo.",
e-Swasthya,IT & ITES,E-Commerce - Consumer Shopping - Pharmacy,Lothal Angel Ventures,Mar-16,No,None,Non Exited,Ahmedabad,West,http://www.eswasthya.in/,"Ahmedabad-based eSwasthya, which provides healthcare products delivery at patients’ doorsteps has raised seed investment from Hemang Sahani, a member of Lothal Angel Ventures. Currently operating in Ahmedabad, Baroda and Nashik, the startup plans to utilise the capital raised to expand its operations to the rest of Gujarat and to other cities including Mumbai and Pune.",
(Endless Robotics),Manufacturing,Industrial Equipment (Robotics – Warehouse Automation),"Arun Venkatachalam,Satveer Thakral",Mar-16,No,None,Non Exited,Hyderabad,South,http://endlessrobotics.com/,"Hyderabad based commercial robotics startup Endless Robotics has raised $100,000 via the startup investment platform, TermSheet.io. The funding round saw the participation from individual investors in India, US and Singapore. Founded by four BITS-Pilani alumni, Endless Robotics works on a series of automation products for decorative painting in the construction and real estate development space.",
Fresh To Home,Food & Beverages,E-Commerce - Consumer Shopping - Meat Ordering,"Rajan Anandan,Others",Mar-16,No,None,Non Exited,Bangalore,South,https://www.freshtohome.com/,"Online marketplace for seafood and meat, Fresh To Home has raised funding from a group of angel investors including Rajan Anandan, Former India head of Softbank Capital Pavan Ongole, Mark Pincus of Zynga and Timothy Flaherty, co-founder of Silver Creek Capital Management. The Bangalore based marketplace has launched same day delivery across 100 locations in Bangalore. The company has registered 20,000 users in the last six months.",
Freshtohome,IT & ITES,E-Commerce (B2C - Sea Food),"Mark Pincus,Rajan Anandan,Others",Mar-16,No,None,Non Exited,Bangalore,South,https://www.freshtohome.com/,"Zynga co-founder Mark Pincus and Google India head Rajan Anandan have invested an undisclosed amount in the Bengaluru-based online fish and meat store Freshtohome. Other investors who participated in this round include Kortschak Investments founder Walter Kortschak, Fortress Investment Group co-chairman Peter Briger, Silver Creek Capital Management co-founder Timothy Flaherty, former Zynga CTO Cadir Lee, former Zynga Studios president Alex Garden and former Softbank US director Pavan Ongole.   The company plans to use the funds raised to set up processing and customer support centres in Delhi. It will also shortly launch same-day delivery across 100 pincodes in Bengaluru. Freshtohome was formed by former Zynga India country head Shan Kadavil in March 2015 after acquiring Kochi-based online seafood venture seatohome.com started by entrepreneur Mathew Joseph.   Freshtohome is positioned as a chemical-free meat produce startup that sources fresh fish and meat directly from over 1,000 fishermen and farmer co-operatives. The company claims to have delivered to over 20,000 customers since its launch in August last year and claims to deliver 3 tonnes of produce on a daily basis.",
(Gapoon),IT & ITES,Mobile VAS (Marketplace - Handyman Services),"Pankaj Kapoor,Chandrashekar Tallapragada",Mar-16,No,None,Non Exited,Bangalore,South,http://www.gapoon.com/,"Gapoon, a Bangalore-based startup, which offers home maintenance services in both on-demand and subscription model, has raised close to USD 180,000 from a group of investors, including entrepreneur and investor Chandrashekar Tallapragada. Pankaj Kapoor, a director at an investment bank, also participated in this round. Gapoon intends to use the new funds to consolidate its presence in Bangalore, particularly in its subscription-based model.Gapoon was founded in 2015 by Apoorva Mishra, Ankita Asai, Ankit Bindal and Nikhil Gupta, with the aim of providing a one-click solution for all home maintenance requirements. The company received its first found of angel funding in July 2015.",
HashLearn,IT & ITES,Mobile VAS (Consumer App - Education - Remote Tutoring),"Singapore Angel Network,Sunil Kalra,Anupam Mittal,Rajan Anandan,Others",Mar-16,No,None,Non Exited,Bangalore,South,http://www.hash.education/,"Flipkart co-founder Binny Bansal, Ola cofounder Bhavish Aggarwal, Google India head Rajan Anandan and People Group founder Anupam Mittal are among a group of angels who have backed Bangalore-based on-demand mobile tutoring platform HashLearn. Other investors in the round include Singapore Angel Network, angel investor Sunil Kalra, former Flipkart chief product officer Mekin Maheshwari, former Flipkart president-operations Sujeet Kumar, Capillary Technologies co-founder Krishna Mehra and UK-based Taylor & Francis Group's chief technology officer Max Gabriel. HashLearn offers a mobile app HashLearn Now that enables students to instantly connect with reputed tutors round the clock for help in solving problems, understanding concepts or clearing their doubts. The new funds raised will be used for building categories and product besides marketing",
Hello Curry,Food & Beverages,Restaurants (QSR),SRI Capital,Mar-16,Yes,None,Non Exited,Hyderabad,South,http://www.hellocurry.in/&#8206;,"Hello Curry, the Hyderabad-based, quick service restaurant chain (QSR) specializing in Indian cuisine, has raised $1.5 million in a bridge funding round led by existing investor Sashi Reddi with participation from an unnamed US-based HNI. Hello Curry plans to invest the funds in developing new food products and delivery mechanisms, design a framework on the lines of international food chains, and open new stores. The startup plans to foray in the overseas market by tying up with local franchise partners.",
(Jolly Food Fellow),IT & ITES,E-Commerce - Consumer Shopping - Food Ordering,Janak Parikh,Mar-16,No,None,Non Exited,Ahmedabad,West,http://www.jollyfoodfellow.com/,"Jolly Food Fellow, an Ahmedabad-based food technology mobile application, has raised pre-series A round of funding led by angel investor Janak Parikh, MD of Malibu Group. Founded in 2015 by Rajiv Sharma and Niraj Harlalka, Jolly Food Fellow has developed a SaaS based marketing & branding platform for food retail vendors. It lets vendors understand their customers better by providing them complete details including – who is coming, what they eat and how many times they visit. The raised capital will be used for market expansion and development of analytics platform.The startup has previously raised funding from a new startup incubator, The 1947.",
(Learntron),IT & ITES,Online Services (Education - E-learning),"Raj Grover,TS Hariharan,Smita Nair,Akshay Soni,Sameer Khetarpal",Mar-16,No,Obtained,Non Exited,Chennai,South,http://www.learntron.net/,"$370k at $2.5 Million Valuation. In Jan-2017, the company raised Seed funding from Kae Capital.  Target Name - Heuristix Digital Tech.",
LifCare,Healthcare & Life Sciences,E-Commerce - Consumer Shopping - Pharmacy,"Alok Mittal,Others",Mar-16,No,Obtained,Non Exited,Jaipur,North,http://lifcare.in/web/,"Co Name = Corner Store Technologies Private Limited LifCare, a Jaipur-based subscription pharmacy which focuses on chronic illnesses, has raised USD 1 million in seed capital in a round led by Rajul Garg, a former IIT graduate and director of Sunstone Business School. The other investors included Alok Mittal, former India chief of Canaan Partners; Rishi Mandawat, principal at Bain Capital; Dheeraj Jain, partner at Redcliffe Capital, Kunal Shah, CEO of FreeCharge and Sandeep Tandon (Tandon Group). The funds will be used to expand beyond Jaipur to other cities, set up dedicated warehouses for storage of medicines and target potential consumers.",
(Liftiee),IT & ITES,Mobile VAS (Utility - Car Pooling),"Anita Hassanandani,Rannvijay Singh",Mar-16,No,None,Non Exited,Mumbai,West,https://play.google.com/store/apps/details?id=com.appsplanet.liftiee&hl=en,"Liftiee, a Mumbai-based car and bike pooling app, has raised USD 108,000 (INR 72 lakh) from Roadies show presenter Rannvijay Singh. The round also saw participation from TV actor Anita Hassanandani. Liftiee was co-founded by Ritvik Mathur and Rashid Khan. It is a mobile app that on-boards only private vehicles for the car and bike pooling options. It connects the commuters with verified car/bike owners, in their social network, to travel with them. The startup offers price as low as INR 10 for the first 3 km, which could be paid through the wallet.",
(Medzin),IT & ITES,E-Commerce - Consumer Shopping - Pharmaceuticals,AM Sikander,Mar-16,No,None,Non Exited,Delhi,North,http://medzin.in/,"Delhi-based online medicine delivery app Medzin has raised USD 45,000 as angel investment from A. M. Sikander, the owner of Sitics Logistics Solutions in a round closed in March this year. The startup plans to use the funds towards product development, growth, and marketing purposes.",
(MyGubbi),IT & ITES,Online Services (E-Commerce - Consumer Shopping - Furniture & Home Products),Vipul Parekh,Mar-16,No,None,Non Exited,Bangalore,South,https://www.mygubbi.com/,"Umesh Sangurmath and Ravi founded home furnishing startup MyGubbi has raised $2.5 million from a set of high net worth individuals, which includes Vipul Parekh, the co-founder of Big Basket. MyGubbis technology platform, in the long run, will be able to customise furnishing for each home buyer, after collating data from several home owners. MyGubbi works with a team of in-house designers, whose designs can be accessed by customers. Once the customer decides on the décor and furnishing, the company promises delivery with 45 days. The orders for modular items are then sourced from different factories and assembled at a central location. The items are shipped to the house on the 30th day and then fitted in under 15-days. On an average, customer spend on modular designs is about Rs 5 lakh, Rs 2 lakh on décor and about Rs 3 lakh on sofas and cots. On an average, the company works with 20 homes each month, and expects to break even at the corporate level if it provides furnishing solutions to 35 to 40 homes per month. Currently, the company operates in Bangalore and has plans to scale to over five cities this year.",
(NOW),IT & ITES,Online Services (Taxi Booking - Two Wheeler),"Anuj Sanghi,Ruchirans Jaipuria",Mar-16,No,None,Non Exited,Noida,North,http://www.now.bike/,"INR 1 Cr has been invested till now Ruchirans Jaipuria and Anuj Sanghi invested INR 0.5 Cr each  On May 30, 2016,  Issue of 7222 equity shares each to Ruchirans Jaipuria and Anuj Sanghi at an issue price of INR 35 per share Issue of 434723 CCPS each to Ruchirans Jaipuria and Anuj Sanghi at an issue price of INR 10 per share  On Aug 16, 2016, Issue of 378 equity shares each to Ruchirans Jaipuria and Anuj Sanghi at an issue price of INR 992.06 Cr  The conversion ratio of CCPS is currently unknown.  Co Name = Taptap Meals Private Limited  Noida-based bike taxi and hyperlocal delivery app, NOW, has raised USD 500,000 from Jaipuria Group s managing director Ruchirans Jaipuria and director of Supreme Motors Anuj Sanghi. Of this, the startup has already raised USD 200K, and the remaining capital will flow on the basis of performance.  NOW was founded by Vivek Pandey, Bharat Khandelwal, Sushant Arora, Harpal Singh, Aryan Solanki and Parteek Singla. It is a Bike Taxi and delivery platform which aims to maximize utilisation of bike riders by overlapping work between bike taxi rides and delivery.   NOW is run by TapTap Meals Pvt Ltd, which pivoted from running food delivery app TapTap Meals to its current avatar in October 2015. NOW claims to be currently doing 250+ trips per day split equally between Bike taxi and Delivery.",
oktalk.com,IT & ITES,Mobile VAS (Consumer App - Voice Messaging),"Aprameya Radhakrishna,Others",Mar-16,No,None,Non Exited,Bangalore,South,http://oktalk.com/,"INR 14.07 Cr. Co investment by VC and Angel investors.  Accel India, via Accel India IV (Mauritius) Limited, invested INR 10.05 Cr Blume Ventures, via Blume Ventures Fund II, invested INR 2.32 Cr Angel Investors (Aprameya Radhakrishna, Venkatram Krishnan of NuVentures, Subramanya Venkat Sumukh, Sharda Balaji of Economic Law Practice, Ritesh Banglani, Mayank Bidawatka, Akash Senapaty) invested INR 1.71 Cr  Pricing details: Equity = FV Rs.10; Issue price Rs. 6940.53 CCPS = FV Rs.100; Issue price Rs. 6940.53  On Mar 02, 2016: Issue of 10 equity shares and 14,469 CCPS to Accel India Issue of 1 equity share and 2,219 CCPS to Blume Ventures Fund II Issue of 1 equity share and 1,109 CCPS to Blume Venture India Fund II Issue of 7 equity shares and 2,456 CCPS to Angel Investors  The initial conversion price for the CCPS is 1:1  Target Name: Bombinate Technologies Private Limited",
(PinkBlue),IT & ITES,E-Commerce - B2B - Marketplace - Medical Equipment,"ShashiKant Singh,Nagendra Prasad Bhanuprakash,Rajeev Mudumba,Rakesh Gakhar,Abhishek Jain,Anirudh Rastogi,V Ravinder,Ajay Modani",Mar-16,No,None,Non Exited,Bangalore,South,http://pinkblue.in/,"Bangalore-based clinical supplies provider PinkBlue.in has raised about $156,000 (INR 1.5 Cr) in a seed round funding via the TermSheet.io platform. A group of angel investors, including Ajay Modani of Capillary Technologies, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash, and ShashiKant Singh, participated in this round.The startup, which brings in manufacturers and healthcare institutions into a single ecommerce platform, will use the capital to ramp up technology development, customer experience and operational capabilities.",
(Seraniti),IT & ITES,,Ashwin Naik,Mar-16,No,None,Non Exited,Bangalore,South,http://www.seraniti.com/,"Seraniti, an online therapy and mental health services firm run by Samvida Healthcare, has raised funding from Ashwin Naik, founder of Vaatsalya Healthcare. The startup uses an integration of eastern and western psychotherapeutic and proprietary techniques. Seraniti, treats conditions like meaninglessness and purposelessness, to irritability, anger, sadness, insomnia, fatigue, anxiety and troubles in intimate and professional relationships.Seraniti will use the funding for its technology enhancement. Such tech include integrated data from devices such as Fitbit and other wearables, which will help in identifying areas of change for a client, and measure the outcome of therapy. It also plans another round of funding later this year to expand the team.",
Skedool.it,IT & ITES,Enterprise Software (Scheduling - Meetings),"Mohandas Pai,Phanindra Sama,Others",Mar-16,No,None,Non Exited,Bangalore,South,https://www.skedool.it/,"Skedool.it, an artificial intelligence-based startup, has raised seed funding round led by Kludein and from Phanindra Sama, founder of redBus, Narayan Ramachandran, former country head of Morgan Stanley India and Pranav Pai, investing on behalf of Mohandas Pai. The money will be used to scale product development and operations for Alex, the smart assistant that can be used to automate repetitive everyday tasks for business executives, sales and recruiting professionals.",
(Smartron),IT & ITES,"IT Products (Hardware - Phones, Laptops)",Sachin Tendulkar,Mar-16,No,None,Non Exited,Bangalore,South,http://www.smartron.com/,"Cricketer Sachin Tendulkar has invested in Bangalore-based Internet of Things (IoT) company, Smartron India, also becoming its brand ambassador. Smartron India is set to launch various IoT products in the next few months — from connected devices to high-end computers and smartphones.",
SmartVizX,IT & ITES,IT Services (Virtual Reality - Interior Design - B2B),"Stanford Angels,Indian Angel Network",Mar-16,No,None,Non Exited,Noida,North,http://www.smartvizx.com/,"Virtual reality startup SmartVizX has raised INR 3.5 crore ($500,000) funding from the Indian Angel Network and Stanford Angels & Entrepreneurs India. The funds will be used to expand R&D and launch a new Bangalore centre. Ajay Lavakare, member, Indian Angel Network and co-president Stanford Angels & Entrepreneurs India will also join the board of SmartVizX.",
SP Robotics,Education,Training - Robotics,"Chennai Angels,Indian Angel Network",Mar-16,No,None,Non Exited,Chennai,South,http://www.sproboticworks.com/,Indian Angel Network (IAN) and The Chennai Angels have invested INR 2 crore in Chennai-based SP Robotics Works.,
(StylFlip),IT & ITES,E-Commerce (Marketplace - Fashion - Pre-Owned Apparel & Accessories),"Zaheer Memon,Raj Gala Shah",Mar-16,No,None,Non Exited,Mumbai,West,http://stylflip.com/,"Mumbai-based portal for pre-owned fashion goods, StylFlip, has raised a seed round from real estate developers Raj Gala Shah and Zaheer Memon. Founded in 2015 by Zarik Nabi, StylFlip, is an online marketplace to sell and buy branded pre-owned fashion apparel, accessories, bags and shoes. Users on StylFlip can also follow other users with similar styles and flaunt images of their own fashion finds. The app-based platform also allows sellers to upload pictures of item to be sold which is then authenticated and sanitised by StylFlip, before displaying them on the platform.",
Tarusa World,IT & ITES,E-Commerce (Consumer - Handicrafts),Mohit Gulati,Mar-16,No,None,Non Exited,Mumbai,West,http://www.tarusaworld.com/,"Mumbai-based handicrafts e-store Tarusa World has raised seed funding from Mohit Gulati, founder of early-stage venture capital fund Altius Ventures. Tarusa World will use the money for brand promotion and for hiring more people in the team.",
(Tinystep),IT & ITES,Mobile VAS (Consumer Apps - Community - Parenting),Matt Glickman,Mar-16,No,None,Non Exited,Bangalore,South,http://www.tinystep.in/,"Silicon valley entrepreneur and investor, Matt Glickman, founder of BabyCenter, has invested in parenting social network Tinystep and will also be stepping in as an advisory board member. Tinystep plans to use the money for improving its product and strengthening it’s team. The company had previously raised funding from Flipkart in Jan 2016.",
Touchkin,IT & ITES,"Mobile VAS (Consumer Apps - Location, Personal Security)","Raghunandan G,Alok Mittal,Others",Mar-16,No,None,Non Exited,Bangalore,South,http://www.touchkin.com/,"Bangalore-based predictive care start-up Touchkin has secured USD 400,000 in seed funding from a clutch of angel investors. Among the investors are Alok Mittal (ex-Canaan Partners), Amit Gupta (cofounder of InMobi), Anuj Srivastava (CEO of Livspace), Himanshu Aggarwal (CEO of Aspiring Minds), Raghunandan G (co-founder TaxiForSure) and Puneet Agarwal (co-founder of Moneyview).",
(Vertuals),IT & ITES,BPO (Advertising),Dino Morea,Mar-16,No,None,Non Exited,Mumbai,West,http://vertuals.com/,"Entrepreneur and Bollywood celebrity Dino Morea has acquired a stake in the Mumbai-based audio-visual company Vertuals promoted by Amit Tripathi. Vertuals makes digital films for brands. Morea recently seed funded Unlaze, a yet-to-launch social networking app that allows users to connect with each other over common interests.",
Wealthy,IT & ITES,,"Zishaan Hayath,Others",Mar-16,No,None,Non Exited,,South,http://wealthy.in/,"Bangalore-based Wealthy has secured about USD 240,000 (INR 1.6 crore) from angel investors including Abhishek Goyal of Tracxn Labs, Zishaan Hayath of Toppr, Arjun and Rohan Malhotra of Investopad, Harpreet Singh Grover of CoCubes and Gagan Dugal of Matrix Cellular. The company will use the money raised to roll out its mobile app and offer more products including retirement solution plans. It is also looking to launch an advisory-cum-transaction platform for investment advisors.Wealthy was founded in September 2015 by Aditya Agarwal and claims to help the users search for the most lucrative investment option by making the process personalised. The company is already in talks with investors for the next round of fundraise that will help sharpen its technological edge and scale up its customer base.",
(WithMe),IT & ITES,Online Services (E-commerce - Consumer Shopping - Fashion),"Rajan Pandhare,Saket Dhankar,Pradeep Guha,Alex Kuruvilla",Mar-16,No,None,Non Exited,Mumbai,West,http://www.withme.at/,"Personalised fashion app WithMe has raised USD 250,000 (around INR 1.7 crore) from a group of investors comprising Alex Kuruvilla, managing director of CondeNast India; Pradeep Guha, former head of Zee Group and BCCL; Saket Dhankar, head of Lakme Fashion Week and serial entrepreneur and investor Rajan Pandhare. The funds will be used to build more features on the app, to enable users have a personalised high-end fashion experience.WithMe, run by Tripbaaz Technologies Pvt Ltd, allows users to quickly decide what to wear or buy by asking their friends or sending queries to fashion experts in real time. The company aims to have a million engaged users in the next 9-12 months, and expand to key markets. WithMe was founded in 2015 by Ashutosh Pandey, Nithin Kaimal, Amit Gupta, and Shishir Maheshwari.",
Wooplr,IT & ITES,Online Services (Utility - Fashion Recommendations),"Naveen Tewari,Others",Mar-16,Yes,Obtained,Non Exited,Bangalore,South,http://www.wooplr.com/,"Bangalore-based fashion discovery app, Wooplr, has raised funding from co-founders of InMobi, Naveen Tewari, Abhay Singhal, Amit Gupta and Piyush Shah, Chief Product Officer at InMobi. Besides, Raghunandan G, co-founder of TaxiForSure and ex-Puma India CEO Rajiv Mehta have also invested in this round, and will be joining Wooplr as Advisors to the board.",
(Zappka),IT & ITES,,"Rajat Gupta,Damandeep Singh Soni",Mar-16,No,None,Non Exited,Gurgaon,North,http://www.zappka.com/,"Gurgaon-based Zappka, a personal app store to share, review and discover apps, has raised $100,000 angel funding from former Line Corp India team Damandeep Singh Soni, Rajat Gupta and other High Networth Individuals (HNIs). The newly raised capital will be used for enhancing the technology and for improving user experience. Founded in April 2014 by former Paytm executive Rajan Gupta and former HP executive Sumit Arora, Zappka enables users to discover apps based on their profile, preferences, friends and social network. Currently the app is live on google play and claims to have close to 5000 installations",
(ActOnMagic),IT & ITES,Enterprise Software,Jayabalan Subramanian,Feb-16,No,None,Non Exited,Bangalore,South,http://www.actonmagic.com/,"ActOnMagic, a Bangalore-based cloud management startup, has raised a seed fund of around INR 85 lakh, led by NetMagics cofounder Jayabalan Subramanian. The money will be used to scale the product engineering team and sales efforts in India. The companys main offering is ActOn-Cloud, a platform that enables companies to manage the infrastructure across multiple service providers.",
